Date,Product_ID,Product_Name,Store_ID,Category,Units_Sold,Selling_Price,Discount,Promotion,Holiday_Indicator,Temperature,Day_of_Week,Month,Year,Previous_Sales,Sales
2023-06-26,1010,Product_25,12,Clothing,108,61.56,4.8,No,No,36.4,0,6,2023,113,6329.35
2025-03-16,1009,Product_25,13,Toys,66,153.66,2.3,No,No,2.7,6,3,2025,121,9908.3
2024-07-08,1068,Product_41,8,Home,311,218.45,6.3,No,No,-2.2,0,7,2024,389,63657.86
2023-12-21,1072,Product_45,9,Clothing,115,152.78,32.9,No,No,24.4,3,12,2023,79,11789.27
2022-07-29,1011,Product_48,10,Clothing,2,382.78,29.8,No,No,21.8,4,7,2022,25,537.42
2023-07-19,1097,Product_20,8,Grocery,417,126.41,38.0,Yes,No,37.8,2,7,2023,248,32682.04
2024-09-04,1032,Product_26,3,Clothing,466,46.96,39.2,Yes,No,35.8,2,9,2024,370,13305.08
2026-01-19,1031,Product_20,7,Home,329,209.83,35.7,No,No,28.7,0,1,2026,260,44388.91
2022-01-08,1029,Product_32,4,Toys,46,387.82,5.3,No,No,-4.1,5,1,2022,89,16894.21
2024-12-12,1046,Product_8,7,Clothing,453,426.03,35.1,Yes,No,16.6,3,12,2024,388,125251.54
2025-06-23,1017,Product_26,9,Toys,193,368.01,33.5,Yes,No,35.3,0,6,2025,197,47232.24
2025-11-27,1042,Product_12,3,Toys,328,281.15,34.8,Yes,No,14.5,3,11,2025,357,60125.61
2023-09-28,1020,Product_32,4,Clothing,87,363.47,6.1,No,No,38.3,3,9,2023,109,29692.95
2022-06-27,1005,Product_51,12,Clothing,316,342.29,4.7,No,No,24.4,0,6,2022,456,103079.95
2023-02-11,1036,Product_59,6,Electronics,255,121.01,37.0,No,Yes,-0.1,5,2,2023,148,19440.26
2025-06-29,1067,Product_27,3,Grocery,830,277.63,7.0,Yes,Yes,17.9,6,6,2025,485,214302.6
2025-08-09,1076,Product_4,10,Toys,157,386.45,14.7,Yes,No,26.3,5,8,2025,194,51753.77
2024-08-13,1035,Product_14,11,Electronics,480,161.97,18.2,Yes,No,-2.1,1,8,2024,366,63595.9
2022-07-04,1032,Product_7,12,Grocery,273,328.72,5.0,No,No,10.5,0,7,2022,256,85253.53
2022-07-02,1078,Product_45,11,Home,86,243.33,0.8,Yes,No,27.3,5,7,2022,47,20758.97
2023-12-19,1068,Product_59,14,Grocery,124,254.06,39.8,No,No,2.1,1,12,2023,58,18965.07
2024-06-01,1083,Product_33,9,Toys,178,49.58,35.1,No,No,10.7,5,6,2024,208,5727.58
2022-02-18,1090,Product_11,5,Home,100,334.78,36.5,No,No,26.0,4,2,2022,104,21258.53
2024-10-26,1082,Product_2,13,Electronics,261,433.52,11.4,No,No,29.9,5,10,2024,308,100249.77
2024-03-27,1093,Product_58,4,Grocery,98,75.01,8.8,Yes,No,18.3,2,3,2024,77,6704.09
2022-01-19,1041,Product_19,5,Home,469,186.22,17.0,Yes,Yes,38.1,2,1,2022,299,72489.86
2022-05-24,1039,Product_7,12,Toys,136,29.09,18.1,No,Yes,36.6,1,5,2022,110,3240.16
2023-11-13,1032,Product_11,13,Toys,137,19.67,0.2,No,Yes,16.3,0,11,2023,98,2689.4
2024-12-19,1023,Product_16,5,Toys,143,494.88,31.2,No,No,2.2,3,12,2024,189,48688.27
2025-05-23,1074,Product_39,11,Electronics,321,249.27,39.9,No,No,29.8,4,5,2025,295,48089.42
2023-10-09,1071,Product_53,13,Home,170,180.98,21.1,No,No,5.9,0,10,2023,205,24274.85
2023-03-20,1080,Product_17,12,Electronics,259,141.06,15.5,No,Yes,32.9,0,3,2023,181,30871.69
2025-12-23,1016,Product_41,1,Electronics,177,490.11,15.7,No,No,21.4,1,12,2025,176,73129.8
2023-11-19,1049,Product_4,10,Home,188,129.86,3.8,Yes,No,12.7,6,11,2023,176,23485.96
2023-04-19,1022,Product_1,3,Clothing,211,364.23,10.6,Yes,No,20.0,2,4,2023,207,68706.16
2023-10-26,1089,Product_4,12,Home,478,145.46,20.1,Yes,No,19.0,3,10,2023,418,55554.37
2022-01-19,1026,Product_55,1,Toys,309,39.89,17.3,No,Yes,36.6,2,1,2022,293,10193.61
2023-03-29,1014,Product_35,14,Electronics,179,343.22,21.8,No,No,4.6,2,3,2023,216,48043.25
2024-02-13,1056,Product_48,3,Clothing,506,5.81,34.0,Yes,No,36.8,1,2,2024,377,1940.31
2025-10-09,1087,Product_2,6,Toys,186,339.5,9.0,Yes,No,-3.6,3,10,2025,268,57463.77
2025-01-12,1091,Product_2,4,Clothing,350,128.94,1.1,No,No,29.6,6,1,2025,475,44632.58
2025-03-17,1009,Product_51,12,Clothing,193,374.32,1.5,No,No,36.4,0,3,2025,285,71160.1
2024-03-28,1032,Product_7,6,Clothing,105,386.03,5.4,Yes,No,12.7,3,3,2024,115,38344.36
2022-06-15,1015,Product_10,11,Toys,192,363.43,22.8,No,No,-1.7,2,6,2022,285,53869.05
2023-08-10,1030,Product_31,1,Electronics,629,17.12,32.3,No,Yes,31.2,3,8,2023,389,7290.26
2026-02-04,1053,Product_36,7,Toys,100,353.35,35.5,No,No,32.9,2,2,2026,114,22791.08
2022-03-08,1028,Product_14,13,Toys,92,495.12,25.4,No,No,10.1,1,3,2022,109,33981.08
2025-08-11,1006,Product_27,13,Toys,289,125.1,16.1,Yes,No,18.3,0,8,2025,303,30333.12
2024-10-23,1051,Product_40,3,Clothing,421,140.75,6.2,Yes,No,31.4,2,10,2024,443,55581.89
2023-03-02,1005,Product_27,6,Clothing,171,407.7,16.1,No,No,3.6,3,3,2023,173,58492.31
2025-03-12,1022,Product_23,6,Grocery,401,84.4,13.3,Yes,No,23.3,2,3,2025,258,29343.09
2025-06-09,1000,Product_5,8,Grocery,480,331.99,34.8,No,No,14.4,0,6,2025,330,103899.59
2022-03-06,1008,Product_27,8,Toys,287,378.74,19.5,Yes,No,2.8,6,3,2022,335,87502.2
2022-06-09,1043,Product_48,2,Clothing,76,23.39,9.0,No,No,32.4,3,6,2022,81,1617.65
2024-09-25,1085,Product_37,11,Home,181,279.11,11.6,No,No,9.6,2,9,2024,203,44658.72
2026-02-07,1077,Product_53,4,Electronics,433,290.06,5.5,No,No,37.0,5,2,2026,497,118688.2
2022-02-05,1009,Product_8,5,Home,465,155.2,36.7,No,No,20.6,5,2,2022,445,45682.34
2024-09-25,1003,Product_1,12,Home,296,438.79,2.0,No,No,18.2,2,9,2024,388,127284.2
2022-07-24,1033,Product_33,10,Toys,52,85.56,0.5,Yes,No,14.0,6,7,2022,21,4426.87
2024-09-02,1065,Product_11,6,Electronics,200,185.28,7.3,No,No,13.0,0,9,2024,214,34350.91
2024-07-23,1074,Product_36,13,Clothing,1,425.09,32.4,Yes,No,31.8,1,7,2024,35,287.36
2022-05-16,1082,Product_54,6,Clothing,259,99.37,20.9,No,Yes,25.5,0,5,2022,157,20357.83
2024-10-18,1034,Product_20,8,Clothing,357,411.58,25.0,No,No,29.8,4,10,2024,433,110200.54
2025-09-07,1016,Product_33,4,Electronics,242,44.14,14.3,Yes,No,13.9,6,9,2025,200,9154.37
2025-07-19,1002,Product_41,3,Clothing,100,247.17,2.7,Yes,Yes,6.8,5,7,2025,92,24049.64
2022-02-13,1014,Product_9,7,Grocery,505,42.29,34.2,No,No,-1.1,6,2,2022,363,14052.54
2023-01-04,1006,Product_53,8,Home,368,340.56,7.7,Yes,No,29.9,2,1,2023,381,115675.97
2022-12-28,1086,Product_12,12,Grocery,312,396.35,1.3,No,No,13.7,2,12,2022,331,122053.6
2023-11-11,1026,Product_48,6,Clothing,560,425.68,22.9,Yes,Yes,17.9,5,11,2023,406,183791.6
2022-08-03,1082,Product_39,13,Home,273,490.72,3.3,No,No,16.1,2,8,2022,354,129545.66
2025-07-05,1055,Product_9,9,Electronics,435,337.65,3.8,No,Yes,14.4,5,7,2025,320,141296.4
2025-03-11,1053,Product_43,1,Home,632,385.69,32.0,No,Yes,25.8,1,3,2025,445,165754.13
2025-04-27,1045,Product_12,11,Home,233,255.35,19.7,Yes,No,22.4,6,4,2025,168,47775.73
2022-10-25,1081,Product_36,9,Electronics,194,456.8,9.7,No,No,38.7,1,10,2022,233,80023.14
2022-01-22,1004,Product_57,6,Electronics,268,323.66,13.9,No,No,1.3,5,1,2022,285,74683.9
2025-09-27,1009,Product_57,7,Toys,246,442.36,29.2,No,No,20.8,5,9,2025,338,77044.96
2023-03-10,1042,Product_52,5,Grocery,254,121.55,2.7,No,No,-2.2,4,3,2023,243,30040.11
2024-09-11,1039,Product_30,9,Toys,133,250.89,4.7,No,No,31.4,2,9,2024,226,31800.06
2025-09-26,1054,Product_34,8,Clothing,142,366.26,24.7,No,Yes,22.7,4,9,2025,91,39162.72
2022-02-24,1073,Product_18,7,Grocery,456,105.35,24.3,No,No,14.3,3,2,2022,322,36365.98
2022-01-09,1058,Product_55,4,Grocery,138,109.61,38.9,No,No,31.1,6,1,2022,70,9242.1
2022-01-09,1025,Product_29,6,Home,176,489.13,15.0,No,No,15.5,6,1,2022,242,73173.85
2022-08-23,1032,Product_46,7,Electronics,226,220.13,2.6,Yes,No,5.3,1,8,2022,210,48455.9
2022-03-19,1075,Product_22,7,Clothing,310,95.0,21.5,No,No,16.3,5,3,2022,390,23118.25
2025-05-14,1020,Product_44,5,Grocery,328,169.07,25.5,No,No,-1.8,2,5,2025,243,41313.95
2024-06-27,1050,Product_14,9,Electronics,35,201.7,5.6,No,No,35.4,3,6,2024,12,6664.17
2026-01-10,1053,Product_44,4,Grocery,311,313.43,22.1,No,No,27.9,5,1,2026,257,75934.37
2025-04-17,1075,Product_3,8,Clothing,88,461.89,7.9,No,No,29.2,3,4,2025,115,37435.26
2025-12-15,1071,Product_7,2,Home,199,493.36,33.8,No,No,34.4,0,12,2025,196,64994.26
2022-12-24,1046,Product_21,7,Electronics,182,327.59,33.4,No,No,30.6,5,12,2022,155,39707.84
2023-03-08,1030,Product_29,11,Toys,46,351.46,17.2,No,No,14.4,2,3,2023,91,13386.41
2025-06-28,1036,Product_42,12,Toys,370,164.31,38.7,No,No,0.3,5,6,2025,473,37267.15
2023-01-03,1041,Product_22,10,Home,150,429.29,39.2,No,No,11.8,1,1,2023,134,39151.25
2022-03-27,1021,Product_2,11,Toys,234,112.81,5.2,Yes,No,37.0,6,3,2022,258,25024.87
2024-09-30,1062,Product_20,1,Clothing,336,57.66,14.7,No,No,37.7,0,9,2024,415,16525.82
2025-04-16,1020,Product_26,5,Toys,135,486.76,24.0,No,No,29.6,2,4,2025,188,49941.58
2025-12-23,1064,Product_33,10,Home,369,432.75,3.4,No,No,4.2,1,12,2025,469,154255.47
2025-10-23,1075,Product_38,12,Clothing,176,155.3,15.3,No,No,3.8,3,10,2025,208,23150.88
2022-06-30,1096,Product_15,9,Electronics,443,339.21,10.4,No,No,34.6,3,6,2022,473,134641.95
2025-03-04,1011,Product_37,12,Clothing,257,236.17,38.1,No,No,1.4,1,3,2025,231,37570.63
2025-06-23,1075,Product_38,4,Toys,49,164.95,16.5,No,No,21.3,0,6,2025,17,6748.93
2024-11-13,1008,Product_46,3,Toys,335,146.95,30.5,No,No,12.0,2,11,2024,435,34213.63
2025-05-14,1033,Product_31,2,Clothing,502,72.33,15.5,Yes,No,8.6,2,5,2025,433,30681.66
2025-06-10,1017,Product_48,9,Grocery,489,276.91,5.3,No,No,25.5,1,6,2025,481,128232.31
2023-11-01,1016,Product_14,10,Home,141,226.07,34.5,No,No,38.2,2,11,2023,70,20878.69
2022-03-02,1017,Product_42,4,Electronics,360,258.53,0.0,No,No,30.0,2,3,2022,423,93070.8
2023-11-16,1004,Product_3,11,Electronics,193,111.6,2.2,No,No,16.9,3,11,2023,177,21064.95
2022-10-30,1082,Product_7,11,Clothing,315,469.61,14.6,No,No,14.8,6,10,2022,422,126329.79
2022-06-20,1006,Product_52,6,Toys,445,321.1,27.5,Yes,No,35.8,0,6,2022,482,103594.89
2022-07-07,1039,Product_29,4,Grocery,200,450.3,13.7,Yes,No,21.0,3,7,2022,107,77721.78
2024-11-12,1069,Product_37,11,Clothing,135,59.09,2.7,No,No,17.3,1,11,2024,191,7761.77
2024-01-27,1099,Product_36,10,Grocery,206,313.31,12.7,Yes,No,25.7,5,1,2024,141,56345.04
2024-03-20,1085,Product_41,3,Clothing,80,425.48,9.8,No,No,5.7,2,3,2024,159,30702.64
2025-01-22,1013,Product_15,4,Electronics,254,168.81,0.2,No,No,-2.1,2,1,2025,302,42791.98
2024-04-02,1098,Product_11,7,Clothing,225,101.6,21.4,Yes,No,33.5,1,4,2024,212,17967.96
2024-08-03,1065,Product_3,8,Clothing,245,136.19,4.7,No,No,22.3,5,8,2024,331,31798.32
2022-05-10,1017,Product_52,3,Grocery,663,140.1,11.5,No,Yes,2.4,1,5,2022,340,82204.38
2025-06-30,1044,Product_14,14,Grocery,210,226.36,25.6,No,No,8.4,0,6,2025,109,35366.49
2023-11-05,1091,Product_34,6,Home,21,166.35,29.0,No,No,39.5,6,11,2023,31,2480.28
2022-08-21,1039,Product_27,6,Electronics,361,139.28,10.5,No,No,23.5,6,8,2022,375,45000.67
2025-05-04,1018,Product_10,1,Electronics,204,326.01,13.2,Yes,Yes,23.6,6,5,2025,98,57727.24
2025-01-06,1087,Product_25,13,Electronics,147,31.25,9.9,Yes,No,-1.8,0,1,2025,107,4138.97
2022-03-21,1095,Product_5,4,Toys,250,173.48,38.3,No,No,38.6,0,3,2022,304,26759.29
2022-10-17,1097,Product_11,14,Grocery,162,346.43,7.6,No,No,35.2,0,10,2022,138,51856.41
2022-01-24,1095,Product_9,7,Electronics,85,92.05,7.3,No,No,19.7,0,1,2022,102,7253.08
2023-02-11,1087,Product_49,13,Toys,148,114.36,17.8,No,Yes,8.9,5,2,2023,160,13912.58
2022-05-30,1045,Product_34,3,Electronics,318,104.33,7.6,Yes,No,26.4,0,5,2022,266,30655.49
2024-11-30,1019,Product_55,3,Grocery,477,5.46,6.3,No,No,32.5,5,11,2024,424,2440.34
2024-02-23,1061,Product_26,12,Electronics,403,239.52,3.8,No,No,30.4,4,2,2024,494,92858.55
2026-01-10,1022,Product_12,12,Home,350,24.28,25.6,No,No,39.0,5,1,2026,368,6322.51
2025-01-29,1047,Product_36,8,Home,599,140.11,24.5,No,Yes,23.7,2,1,2025,450,63364.05
2024-07-06,1065,Product_55,1,Home,331,497.43,26.0,Yes,No,9.5,5,7,2024,270,121840.5
2024-02-03,1094,Product_32,14,Grocery,332,459.61,30.9,Yes,No,17.4,5,2,2024,210,105440.05
2022-03-23,1028,Product_2,6,Grocery,525,111.46,13.1,No,No,31.7,2,3,2022,411,50850.84
2022-04-16,1025,Product_18,14,Toys,124,158.45,36.7,No,No,6.9,5,4,2022,158,12437.06
2024-07-13,1073,Product_55,13,Toys,425,234.53,29.3,No,Yes,5.4,5,7,2024,408,70470.4
2022-01-07,1000,Product_31,12,Electronics,512,422.98,32.2,No,No,27.6,4,1,2022,499,146831.59
2022-03-05,1056,Product_57,10,Home,259,402.31,28.8,Yes,No,15.0,5,3,2022,201,74189.18
2022-11-25,1074,Product_31,10,Toys,207,67.49,14.3,No,No,31.7,4,11,2022,320,11972.66
2025-08-19,1055,Product_1,8,Clothing,437,66.6,11.3,Yes,No,1.5,1,8,2025,392,25815.43
2023-11-20,1038,Product_52,1,Home,394,211.28,16.9,Yes,No,10.1,0,11,2023,393,69176.03
2024-11-30,1082,Product_46,6,Electronics,129,435.7,3.9,No,No,7.1,5,11,2024,111,54013.29
2023-09-10,1037,Product_43,11,Electronics,449,441.63,18.1,No,No,26.4,6,9,2023,481,162401.04
2022-09-17,1071,Product_58,12,Electronics,340,58.15,1.7,No,Yes,29.2,5,9,2022,256,19434.89
2023-07-11,1046,Product_12,8,Electronics,79,289.28,0.2,Yes,No,15.5,1,7,2023,30,22807.41
2022-05-18,1002,Product_54,10,Toys,91,82.06,37.3,No,No,16.5,2,5,2022,67,4682.1
2025-03-01,1053,Product_14,1,Home,331,344.63,27.6,No,No,0.9,5,3,2025,366,82588.51
2022-10-03,1004,Product_58,7,Home,209,458.63,22.5,No,No,26.6,0,10,2022,219,74286.59
2023-07-19,1093,Product_12,8,Grocery,143,230.11,13.6,No,No,39.7,2,7,2023,62,28430.55
2026-01-10,1060,Product_33,13,Toys,185,46.13,22.8,No,No,30.0,5,1,2026,264,6588.29
2024-06-06,1037,Product_47,5,Electronics,493,291.73,35.7,Yes,No,5.0,3,6,2024,303,92478.12
2023-11-19,1048,Product_5,4,Toys,56,207.22,26.1,No,No,23.0,6,11,2023,49,8575.59
2024-03-25,1061,Product_4,5,Electronics,172,406.39,24.1,No,No,8.3,0,3,2024,181,53053.4
2025-03-22,1026,Product_51,3,Electronics,311,173.47,18.4,No,Yes,-3.6,5,3,2025,236,44022.52
2023-01-17,1028,Product_4,8,Electronics,347,438.07,13.8,No,No,3.1,1,1,2023,392,131032.87
2024-08-12,1041,Product_37,9,Home,285,140.48,27.9,No,No,-0.4,0,8,2024,329,28866.53
2025-08-02,1025,Product_56,12,Grocery,102,82.97,39.2,No,No,3.8,5,8,2025,52,5145.47
2024-05-08,1075,Product_37,14,Clothing,320,156.71,17.0,Yes,No,30.8,2,5,2024,310,41622.18
2023-11-01,1010,Product_29,2,Clothing,497,22.28,15.7,No,Yes,8.2,2,11,2023,452,9334.67
2022-08-06,1082,Product_25,4,Home,71,144.22,17.1,No,No,29.1,5,8,2022,36,8488.64
2023-01-08,1034,Product_38,5,Grocery,563,331.76,17.0,No,No,37.7,6,1,2023,493,155028.13
2025-11-20,1056,Product_34,4,Electronics,82,75.43,39.6,No,No,20.8,3,11,2025,56,3735.9
2024-03-22,1015,Product_30,12,Grocery,528,60.13,28.3,Yes,No,16.8,4,3,2024,315,22763.77
2023-03-29,1038,Product_10,2,Grocery,248,70.53,14.4,No,No,28.8,2,3,2023,182,14972.67
2023-09-20,1075,Product_40,1,Home,337,43.39,14.9,No,No,-0.6,2,9,2023,368,12443.69
2024-05-17,1027,Product_44,13,Home,483,437.94,17.2,No,Yes,14.3,4,5,2024,422,175142.72
2024-03-17,1013,Product_42,14,Electronics,342,472.34,1.5,No,No,17.4,6,3,2024,427,159117.18
2024-11-15,1052,Product_5,4,Home,578,28.05,21.1,No,Yes,32.4,4,11,2024,436,12791.98
2023-01-22,1016,Product_42,5,Electronics,403,381.24,32.5,No,No,31.6,6,1,2023,409,103706.81
2024-08-31,1031,Product_44,8,Home,149,369.89,26.4,No,No,33.2,5,8,2024,161,40563.62
2023-10-27,1045,Product_11,8,Grocery,325,498.47,7.9,Yes,No,26.4,4,10,2023,237,149204.53
2025-11-11,1056,Product_51,14,Grocery,499,177.2,29.1,No,No,18.9,1,11,2025,362,62691.77
2022-08-25,1063,Product_31,6,Clothing,98,146.33,28.8,No,No,32.3,3,8,2022,92,10210.32
2022-08-11,1067,Product_28,1,Grocery,351,229.28,10.5,No,No,34.3,3,8,2022,292,72027.17
2023-11-24,1084,Product_43,6,Home,225,429.0,24.9,No,No,16.6,4,11,2023,269,72490.27
2024-02-02,1006,Product_31,8,Toys,321,365.65,24.4,No,No,39.4,4,2,2024,491,88734.48
2024-11-02,1036,Product_33,8,Toys,44,238.45,33.6,Yes,No,34.4,5,11,2024,34,6966.56
2023-08-30,1000,Product_19,8,Clothing,86,126.06,5.4,No,No,18.0,2,8,2023,56,10255.74
2025-10-02,1000,Product_55,13,Clothing,27,364.87,7.8,No,No,-1.9,3,10,2025,24,9083.07
2023-12-13,1021,Product_58,12,Clothing,272,427.99,19.4,Yes,No,5.1,2,12,2023,278,93829.1
2022-07-14,1059,Product_8,4,Home,313,202.98,1.8,Yes,No,29.9,3,7,2022,279,62389.15
2022-06-28,1089,Product_44,5,Clothing,330,335.95,16.6,No,Yes,0.0,1,6,2022,300,92460.16
2025-12-31,1077,Product_2,10,Clothing,181,203.1,31.5,No,No,16.1,2,12,2025,128,25181.35
2022-07-21,1064,Product_22,6,Clothing,117,241.85,5.9,No,No,22.2,3,7,2022,160,26626.96
2025-11-22,1077,Product_58,6,Grocery,295,264.83,18.4,Yes,No,34.5,5,11,2025,214,63749.88
2023-02-22,1017,Product_11,3,Clothing,35,388.98,39.6,No,No,33.1,2,2,2023,33,8223.04
2022-05-21,1083,Product_23,4,Home,403,488.87,20.2,Yes,No,29.4,5,5,2022,378,157217.66
2023-04-03,1089,Product_13,11,Clothing,29,224.96,19.9,No,No,13.3,0,4,2023,35,5225.6
2024-07-11,1009,Product_43,12,Toys,283,174.45,22.4,No,No,1.4,3,7,2024,336,38310.62
2023-10-04,1046,Product_28,11,Toys,154,189.93,7.4,No,No,25.1,2,10,2023,232,27084.78
2025-03-24,1083,Product_35,5,Clothing,534,71.28,5.9,No,Yes,3.2,0,3,2025,499,35817.77
2024-07-05,1047,Product_56,2,Toys,251,151.98,27.1,No,No,20.3,4,7,2024,349,27809.15
2023-08-25,1084,Product_31,3,Electronics,300,47.79,15.8,Yes,No,39.1,4,8,2023,243,12071.75
2024-08-09,1093,Product_44,6,Toys,242,216.81,11.6,No,No,19.8,4,8,2024,353,46381.73
2025-12-28,1047,Product_6,8,Grocery,57,87.84,1.3,No,No,24.1,6,12,2025,67,4941.79
2023-09-10,1005,Product_13,13,Clothing,85,176.47,33.8,No,No,25.5,6,9,2023,98,9929.97
2022-08-19,1034,Product_56,13,Grocery,249,397.82,1.3,No,No,32.4,4,8,2022,254,97769.44
2023-09-06,1021,Product_51,1,Clothing,424,126.73,30.0,No,No,14.6,2,9,2023,430,37613.46
2025-06-14,1047,Product_39,10,Grocery,647,307.89,15.3,No,Yes,17.4,5,6,2025,411,168726.49
2022-11-23,1058,Product_23,5,Home,325,451.08,23.9,Yes,Yes,2.9,2,11,2022,194,111563.36
2025-11-24,1046,Product_12,3,Electronics,249,285.63,9.9,Yes,Yes,22.7,0,11,2025,148,64080.8
2024-06-01,1019,Product_51,8,Toys,392,100.93,6.2,Yes,No,8.3,5,6,2024,482,37111.56
2024-06-21,1030,Product_47,1,Toys,179,175.66,21.3,No,No,17.8,4,6,2024,287,24745.75
2023-04-21,1067,Product_15,5,Clothing,86,297.23,27.8,No,No,29.5,4,4,2023,67,18455.61
2025-10-12,1002,Product_35,8,Clothing,96,255.77,7.8,No,No,-4.2,6,10,2025,120,22638.71
2022-02-24,1021,Product_37,4,Home,403,78.57,17.5,No,No,20.4,3,2,2022,419,26122.56
2023-03-25,1089,Product_29,9,Electronics,519,226.16,17.8,Yes,No,2.8,5,3,2023,450,96483.93
2023-09-20,1009,Product_55,7,Home,370,273.82,8.6,No,No,7.6,2,9,2023,455,92600.45
2023-12-17,1041,Product_8,12,Grocery,59,137.33,22.6,Yes,No,-3.4,6,12,2023,13,6271.31
2023-12-13,1020,Product_16,3,Home,307,308.16,5.8,No,No,2.6,2,12,2023,413,89118.02
2022-08-10,1010,Product_6,1,Grocery,113,39.73,20.4,No,Yes,39.4,2,8,2022,64,3573.63
2022-12-05,1042,Product_41,8,Home,315,171.62,4.5,No,No,39.9,0,12,2022,406,51627.59
2022-05-23,1052,Product_38,4,Home,486,403.12,19.4,Yes,No,27.4,0,5,2022,441,157908.55
2024-05-08,1017,Product_59,10,Grocery,268,133.35,12.5,Yes,No,22.5,2,5,2024,187,31270.57
2023-06-11,1007,Product_32,2,Home,95,304.56,18.1,No,No,30.0,6,6,2023,104,23696.29
2024-04-28,1013,Product_9,9,Clothing,325,207.96,17.3,Yes,No,35.3,6,4,2024,359,55894.45
2024-06-03,1065,Product_27,14,Grocery,113,161.65,36.3,No,Yes,18.4,0,6,2024,43,11635.73
2024-11-19,1086,Product_6,2,Clothing,254,458.49,19.6,No,No,-3.4,1,11,2024,293,93630.99
2024-03-31,1018,Product_40,5,Toys,155,174.91,32.7,No,No,26.9,6,3,2024,172,18245.74
2024-08-29,1032,Product_40,12,Electronics,261,122.15,9.0,Yes,No,39.3,3,8,2024,217,29011.85
2024-05-30,1034,Product_51,8,Toys,365,455.1,14.1,No,Yes,6.6,3,5,2024,414,142689.78
2024-09-05,1036,Product_21,3,Toys,270,374.24,3.0,No,No,15.9,3,9,2024,496,98013.46
2024-07-13,1024,Product_19,3,Clothing,200,342.49,16.8,No,No,11.3,5,7,2024,207,56990.34
2023-04-20,1005,Product_5,11,Home,221,29.52,26.7,No,No,12.6,3,4,2023,152,4782.03
2023-01-05,1052,Product_25,13,Grocery,733,69.95,33.5,Yes,No,27.5,3,1,2023,418,34096.78
2025-03-27,1035,Product_29,6,Electronics,278,320.98,22.6,No,No,12.0,3,3,2025,212,69065.91
2023-05-30,1034,Product_45,7,Clothing,101,108.67,25.6,No,No,37.3,1,5,2023,107,8165.9
2024-04-03,1026,Product_45,11,Toys,261,116.69,7.1,No,No,30.5,2,4,2024,452,28293.71
2022-10-23,1092,Product_9,3,Grocery,663,390.67,1.5,No,Yes,-3.8,6,10,2022,495,255129.0
2023-10-10,1061,Product_17,3,Home,165,146.53,31.7,No,No,31.8,1,10,2023,151,16513.2
2024-03-05,1041,Product_31,11,Home,140,40.44,6.7,No,No,29.8,1,3,2024,87,5282.27
2024-07-28,1020,Product_20,3,Home,87,23.03,3.6,No,No,18.2,6,7,2024,84,1931.48
2024-02-29,1080,Product_2,11,Grocery,401,224.37,37.5,No,No,17.4,3,2,2024,303,56232.73
2023-06-25,1088,Product_50,7,Grocery,205,310.48,38.5,No,No,32.6,6,6,2023,161,39143.77
2025-12-13,1003,Product_44,14,Clothing,358,435.1,24.7,Yes,No,14.1,5,12,2025,315,117291.65
2024-02-09,1092,Product_31,1,Toys,275,59.85,15.1,No,No,2.2,4,2,2024,382,13973.48
2025-04-27,1069,Product_19,14,Toys,23,102.35,33.3,No,No,9.1,6,4,2025,12,1570.15
2025-01-10,1009,Product_50,4,Clothing,360,267.25,8.2,Yes,No,6.9,4,1,2025,431,88320.78
2024-04-17,1075,Product_3,1,Toys,13,185.23,17.2,No,No,25.6,2,4,2024,24,1993.82
2025-08-22,1010,Product_27,11,Clothing,98,243.86,14.3,No,No,3.0,4,8,2025,66,20480.83
2022-07-12,1005,Product_48,8,Grocery,504,462.44,36.5,No,No,24.0,1,7,2022,365,147999.3
2025-10-13,1011,Product_57,12,Electronics,356,274.72,36.8,No,No,16.0,0,10,2025,314,61809.8
2025-06-29,1045,Product_15,2,Home,634,210.48,26.0,Yes,No,32.8,6,6,2025,489,98748.8
2024-01-26,1061,Product_39,2,Home,316,494.77,4.4,Yes,No,16.8,4,1,2024,287,149468.04
2025-01-05,1040,Product_12,8,Toys,162,37.28,19.3,No,No,36.8,6,1,2025,214,4873.76
2024-02-20,1012,Product_7,13,Home,268,466.4,9.8,No,No,35.5,1,2,2024,337,112745.67
2023-02-08,1019,Product_21,6,Electronics,410,253.32,35.4,No,No,3.3,2,2,2023,383,67094.34
2025-04-14,1085,Product_53,12,Clothing,342,254.36,5.5,No,Yes,25.9,0,4,2025,338,82206.61
2023-01-04,1096,Product_41,13,Home,144,461.37,2.2,Yes,No,4.7,2,1,2023,191,64975.66
2023-04-17,1075,Product_29,13,Clothing,489,256.13,28.2,Yes,No,32.0,0,4,2023,480,89927.76
2024-02-18,1010,Product_17,8,Clothing,106,222.01,18.1,No,No,23.6,6,2,2024,157,19273.58
2025-06-10,1081,Product_9,10,Toys,212,139.88,33.5,Yes,No,8.2,1,6,2025,179,19720.28
2023-07-30,1069,Product_16,8,Home,89,331.11,3.0,No,No,6.2,6,7,2023,146,28584.73
2024-01-12,1052,Product_10,10,Home,211,286.97,32.0,No,No,14.3,4,1,2024,156,41174.46
2022-03-04,1014,Product_12,8,Clothing,85,111.1,1.5,No,No,31.0,4,3,2022,114,9301.85
2022-06-23,1099,Product_41,8,Grocery,339,356.16,1.1,No,No,30.8,3,6,2022,294,119410.12
